Title,Category,"Price(""$"")",7-day sales,Total Sales,Total Reviews,7-day Reviews,Total Favorites,7-day Favorites,Tags,Ship From,Release Time,Best Seller,Etsy Pick,Raving,Store Name,Product URL,Image URL
Elf Cookie Cutter. Christmas Cookie Cutter. Elf Cookie Cutter Set. Large fits 12x5 box. ,Home & Living > Kitchen & Dining > Cookware > Cooking Utensils & Gadgets > Cookie Cutters,6,144,144,17,0,371,7,"Puzzle,Cutter Set,Cut,Kawaii,Elf,Elf on the Shelf,Elf Cookie Cutter,Christmas,Xmas,Holiday,Elftrio,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-09-16,yes,no,no,LizViz,https://www.etsy.com/listing/1071417626/elf-cookie-cutter-christmas-cookie,Upgrade Pro to Unlock
"Godmother of the Fucking Year, Mother's Day Gift to Godmother,  Gift for Godmother, Funny Godmother Gift, Candle Gift Idea, Soy Candle ",Home & Living > Home Decor > Candles & Home Fragrances > Candles,10.98,144,1178,186,1,910,16,"Scented Candle,Candle Gift,Godmother,Funny Godmother Gift,Godmother Gift,Gift for Her,Best Godmother,Godmom Appreciation,Funny Gift,Gag Gift,Funny Candle Gift,Mother's Day Gift,Gag Gift Godmother,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Teachers,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-01-28,yes,no,no,SucculentkreationsCo,https://www.etsy.com/listing/1154616298/godmother-of-the-fucking-year-mothers,Upgrade Pro to Unlock
Personalized Dog Christmas Stockings with Name Tag Stockings for Holiday Decoration Dog Stockings Christmas Ornament Stockings Gifts for Dog ,Home & Living > Home Decor > Seasonal Decor > Stockings,21.41,144,4101,540,0,1720,12,"Christmas Stockings,Holiday Stockings,Dog Bone Stocking,Cotton Stockings,Home Decoration,Christmas Ornament,Pet Stockings,Christmas Gift,Personalize Stocking,Stocking With Name,Dog Stockings,Stockings Dog,Stockings for Pet,Christmas Gifts,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-09-07,yes,no,no,MollyJollyDesign,https://www.etsy.com/listing/853099618/personalized-dog-christmas-stockings,Upgrade Pro to Unlock
"Goat Milk Artisan Bath Soap, Handmade Cold Processed Soap Bars, Skin Cleaning Bars,  Body Soap, 3.5 Ounces ",Bath & Beauty > Soaps > Bar Soaps,5.91,144,677,192,12,244,7,"Cold Process Soap,All Natural Soap,Handmade Soap,Sample Set,Sample Pack,Self Care Gift,Goat Milk Soap,Bridesmaids Gifts,Bar Soap Favors,Handcrafted Soap,Cleaning Bars,Body Shop Bar,Colorful Bath Soap,Christmas Gifts,Personalized Gifts,Gifts",United States,2023-06-02,yes,no,no,HappyMommaSoap,https://www.etsy.com/listing/1480703776/goat-milk-artisan-bath-soap-handmade,Upgrade Pro to Unlock
Mouse Sitting on Toilet in Mouse Hole Decal - Mouse Hole 3D Wall Sticker ,Home & Living > Home Decor > Wall Decor > Wall Decals & Murals,6.29,144,2617,471,29,4816,284,"Mouse Hole,Sticker,Decal,Mural,Funny Gift,Bathroom Wall Decor,Bathroom Art,Bathroom Wall Art,Bathroom Decor,Funny Bathroom Sign,Funny Bathroom,Toilet Decor,Potty Humor,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girlfriend,Gifts for Girls,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Kids,Gifts for Teachers,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-06-07,yes,no,no,MyWallStickers,https://www.etsy.com/listing/1483627874/mouse-sitting-on-toilet-in-mouse-hole,Upgrade Pro to Unlock
Night City Multichrome chameleon pressed pan plum purple Brown blue teal with icy minty vegan multi chrome 26mm ,Bath & Beauty > Makeup & Cosmetics > Eyes > Eye Shadows,7.5,143,204,55,0,476,4,"Chameleon,Pigments,Iridescent,Mica,Metallic,Duochrome,Highlighter,Eyeshadow,Multichrome,Color Shift,Vegan,Custom,Personalized Gifts",United States,2021-01-28,yes,no,no,Notycebeauty,https://www.etsy.com/listing/927137292/night-city-multichrome-chameleon-pressed,Upgrade Pro to Unlock
"Christmas Nativity shadow box svg, Christmas Nativity house svg, house paper lantern svg, cricut files, cutting lamp 3D shadow box ",Craft Supplies & Tools,3.9,143,417,42,2,1062,54,"Christmas Light Box,Christmas Shadow Box,Christmas Paper Cut,3d Christmas Svg,Paper Cut Light Box,Papercut Lightbox,Light Box Templates,Lightbox Pattern Svg,Paper Cutting Svg,Shadow Box Template,3d Shadow Box Svg,Paper Crafting Gifts,Cricut Svg File DIY,Christmas Gifts,Gifts",United States,2022-11-21,yes,no,no,LightBoxGoodMan,https://www.etsy.com/listing/1338062116/christmas-nativity-shadow-box-svg,Upgrade Pro to Unlock
Personalized Memorial Christmas Ornament - Custom In Loving Memory Christmas Ornament - Lost But Never Forgotten Ornament ,Home & Living > Home Decor > Seasonal Decor > Ornaments,8.4,143,3643,712,28,1950,57,"Personalised Gift,Custom,Christmas Ornament,Ceramic Ornament,Ornament,Memorial,Memorial Ornament,In Memory Of,In Loving Memory,Memorial Quote,Loss of Loved One,Angels in Heaven,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-11-18,yes,no,no,Keptsake,https://www.etsy.com/listing/1108899836/personalized-memorial-christmas-ornament,Upgrade Pro to Unlock
Cheer svg png eps dxf pdf/word  ,Art & Collectibles > Drawing & Illustration > Digital,0.84,143,143,10,0,196,3,"Cheer Svg,Cheer Png,Cheer Clip Art,Tumbling Svg,Cheerleading Svg,Cheerleaders Svg,Dance Svg,Gymnastics Svg,Spirit Svg,Pompoms Svg,Gifts",United States,2022-09-25,yes,no,no,DesignStudioCoStore,https://www.etsy.com/listing/1298175084/cheer-svg-png-eps-dxf-pdfword-cheer-with,Upgrade Pro to Unlock
Super Techno Scuba Neoprene Fabric by The Yard 320 GSM ,Craft Supplies & Tools,3.9,143,2556,304,0,1485,11,"Fabric by the Yard,Fabric for Bows,4 Way Stretch,Fabric Strip,Fabrics Polyester,Scuba,Scuba Fabric,Neoprene Scuba,Super Techno,Stretch Fabric,Techno Scuba,Super Scuba",United States,2021-10-26,yes,no,no,JuliAndMila,https://www.etsy.com/listing/1094868940/super-techno-scuba-neoprene-fabric-by,Upgrade Pro to Unlock
144 pcs Rhinestones PRECIOSA VIVA12 SS20 Plain Colors - CHOOSE Color ,Craft Supplies & Tools,7.04,143,999,127,0,128,0,"Crystals,Flatback Rhinestones,Swarovski Flatbacks,Preciosa Rhinestones,Preciosa Crystals,Swarovski Crystals,Swarovski,Swarovski Ss20,Ss20 Rhinestones,Preciosa Viva12,Viva Rhinestones,Preciosa Ss20",United States,2021-10-06,yes,no,no,NYBeadBoutique,https://www.etsy.com/listing/1097012345/144-pcs-rhinestones-preciosa-viva12-ss20,Upgrade Pro to Unlock
"Kitchen Cutting Board SVG, Wood cutting board SVG, Wood cutting board laser file, vector chopping boards SVG, Laser cutting files ",Craft Supplies & Tools,10,143,487,35,1,176,8,"Cutting Board Svg,Cutting Boards Svg,Cutting Board File,Chopping Board Svg,Cutting Board Bundle,Charcuterie Boards,Woodworking Gifts,Laser Cutting Boards,Cnc Files,Laser Cut Design,Cutting Board,Cutting Template,Kitchen Flippers Svg,Gifts",United States,2023-05-17,yes,no,no,AlmightySVG,https://www.etsy.com/listing/1469316826/kitchen-cutting-board-svg-wood-cutting,Upgrade Pro to Unlock
"It’s A Good Day To Save Animals T Shirt, Vet Tech Shirt, Vet School Gifts, Gift For Veterinarian, Dog Lover, Cat Lover, Dog Paw ",Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts > Sweatshirts,15.39,143,485,101,9,1392,83,"Vet Tech,Vet Tech Gift,Vet Tech Sweatshirt,Veterinarian Gift,Vet Tech Week,Vet Tech Shirt,Veterinary,Vet Med,Vet Coffee Shirt,Vet Tech Gifts,Veterinarian,Veterinarian Shirt,Animal Lover Shirt,Veterinarian Tshirt,Animal Lover Gift,Dog Lover Shirt,Funny Vet Tech Shirt,Custom Vet Tech Gift,Dog Mom Shirt,Veterinary Nurse,Vet Student Shirt,Vet Staff Gifts,Gifts for Mom,Personalized Gifts,Gifts",United States,2023-06-29,yes,no,no,PortlandApparels,https://www.etsy.com/listing/1499147748/its-a-good-day-to-save-animals-t-shirt,Upgrade Pro to Unlock
"Baby Shower Welcome Sign, Floral Baby Shower Welcome sign, Girl Baby Shower sign, Pink Floral Welcome Poster, blush pink floral welcome sign ",Paper & Party Supplies > Party Supplies > Party Decor > Banners & Signs,4.5,143,1224,101,0,1049,3,"Baby Shower Sign,Baby Shower Welcome,Welcome Sign,Editable Template,Boho Baby Shower,Large Welcome Sign,Printable Poster,Gender Neutral Sign,Sweet Baby Girl,Blush Pink Flowers,Instant Download F7,Boy Girl Shower,Greenery Gold Floral,Gifts for Boys,Gifts for Girls,Personalized Gifts",United States,2022-02-17,yes,no,no,BeingHappyPrints,https://www.etsy.com/listing/1166967946/baby-shower-welcome-sign-floral-baby,Upgrade Pro to Unlock
Same Hour Psychic Reading By Derrek***1 Question*** 11A.M-11P.M      PDF ,Home & Living > Spirituality & Religion > Psychic Readings,6.61,143,434,52,1,39,2,"Psychic,Psychics,Psychic Reading,Psychic Questions,Love Psychic,Same Hour Reading,Samehour Reading,Same Hour Psychic,Same Hour Tarot,1 Hour Reading,One Hour Reading,Same Hour Love,Same Hour Questios",United States,2022-09-14,yes,no,no,PsychicDerrek,https://www.etsy.com/listing/1290772298/same-hour-psychic-reading-by-derrek1,Upgrade Pro to Unlock
"Custom Filled Embroidered Varsity Crewneck, Embroidery Crewneck, Embroidered Sweatshirt, university sweaters, personalized sweatshirt ",Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts > Sweatshirts,38.47,143,1828,368,0,2876,98,"Custom Embroidery,Personalized Sweater,Varsity Sweatshirt,Christmas Gift,Birthday Gift,Embroidered,Personalized Gift,University Sweaters,Boston Sweaters,College Sweatshirt,Boston Bruins,Boston Embroidered,Boston University,Birthday Gifts,Christmas Gifts,Personalized Gifts,Gifts",United States,2023-06-10,yes,no,no,MachadoStudio,https://www.etsy.com/listing/1500141503/custom-filled-embroidered-varsity,Upgrade Pro to Unlock
Dangle Initial Heart Ring - Custom Heart Ring - Dangle Ring - Dainty Name Ring - Gift for Hers - Personalized Jewelry - Christmas Gift B10 ,Jewelry > Rings > Stackable Rings,24.5,142,1319,248,1,4869,40,"NAME RING SILVER,DAINTY NAME RING,PERSONALIZED NAME,CHRISTMAS STUFFERS,DANGLE HEART RING,DELICATE HEART RING,GOLDENBEVERLY,INITIAL RING,PERSONALIZED INITIAL,MOMMY GIFT,NEW BORN GIFT,INITIAL JEWELRY,GOLD HEART RING,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-08-09,yes,no,no,TheGoldenBeverly,https://www.etsy.com/listing/851906181/dangle-initial-heart-ring-custom-heart,Upgrade Pro to Unlock
"Faith / Christian / Catholic / Religious tiered decor / Christmas Hymn ornaments bundle, glowforge, laser cut file SVG 3D Music ",Craft Supplies & Tools,8.4,142,142,13,1,342,24,"Glowforge Svg,Glowforge Cut Files,Tiered Tray Files,Faith Tiered Tray,Christian Decor,Christian Svg File,Christian Laser Cut,Catholic Decor,Christmas Hymn,Ornament Bundle,Faith Decor Set,Faith Laser Files,Faith Sign Set,Christmas Gifts",United States,2023-09-26,yes,no,no,MelDenverGraphics,https://www.etsy.com/listing/1560743246/faith-christian-catholic-religious,Upgrade Pro to Unlock
Digital Planner 2023 2024 2025 Undated Digital Planner Goodnotes Planner Daily Weekly Monthly Planner Notability iPad Planner Goodnote ,Paper & Party Supplies > Paper > Stationery > Design & Templates > Templates > Planner Templates,0.99,142,593,66,18,727,140,"2024 Digital Planner,Planner Template,Digital Planner,Ipad Planner,Notability Planner,Planner 2024,Daily Planner,Planner Digital,Goodnotes Template,Digital Calendar,Goodnotes Planner,Undated Ipad Planner,Undated Planner",United States,2023-10-08,yes,no,no,phenixdigital,https://www.etsy.com/listing/1583214453/digital-planner-2023-2024-2025-undated,Upgrade Pro to Unlock
First Christmas Married Ornament Newlywed Gift Mr & Mrs Christmas Ornament Personalized Mr Mrs Wedding Ornament Wedding Gift Keepsake No.25 ,Home & Living > Home Decor > Seasonal Decor > Ornaments,13.65,142,9402,1646,0,15304,13,"Christmas Ornament,Christmas Gift,Engagement Gifts,Gifts for Couple,Personalized Gift,Engagement Party,Gift for Her,Gift for Him,Custom Ornament,Keepsake,Acrylic Ornament,Married Ornament,Wedding Gift,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-05-23,yes,no,no,HelloDelicious,https://www.etsy.com/listing/1010209382/first-christmas-married-ornament,Upgrade Pro to Unlock
"Camping Mouse Crochet Pattern, Tent, Kayak, Campfire & Accessories ",Craft Supplies & Tools,3.94,142,2449,251,0,5716,42,"Mouse,Crochet,Pattern,Tent,Camp,Kayak,Canoe,Campsite,Camping,Campfire,Guitar,Crochet Pattern,Laura Loves Crochet",United States,2022-04-04,yes,no,no,LauLovesCrochet,https://www.etsy.com/listing/1209199087/camping-mouse-crochet-pattern-tent-kayak,Upgrade Pro to Unlock
Basic Steel Seamless Hinged Clicker Hoop Ring ,Jewelry > Body Jewelry > Nose Rings & Studs,4.17,142,8312,1894,15,5286,33,"Septum,Piercing,Nose,Septum Ring,Piercings,Nose Jewelry,Clicker,Daith,Rook,Conch,Best Seller,Septum Hinge,14 Gauge 16 Gauge,Housewarming Gifts,Personalized Gifts,Gifts",United States,2015-02-25,yes,no,no,BM25Jewelry,https://www.etsy.com/listing/223967975/basic-steel-seamless-hinged-clicker-hoop,Upgrade Pro to Unlock
Dinosaur Plush Bundle Sewing Pattern .pdf Tutorial Brontosaurus Stegosaurus Triceratops T-Rex Raptor Ankylosaurus Parasaurolophus ,Craft Supplies & Tools,12.8,142,3290,425,0,6499,32,"Dinosaur Pattern,Dinosaur Plush,Dino Plush Pattern,Triceratops Plush,Triceratops Pattern,Brontosaurus Plush,Stegosaurus Plush,Stegosaurus Pattern,T-rex Pattern,Raptor Plush,Ankylosaurus Plush,Parasaurolophus,T-rex Plush,Gifts for Friends,Gifts",United States,2021-11-05,yes,no,no,CholyKnight,https://www.etsy.com/listing/1114562747/dinosaur-plush-bundle-sewing-pattern-pdf,Upgrade Pro to Unlock
"SBAR Nurse Report Sheet Med Surg Nurse Brain ICU Report Sheet for Nurse RN Nursing Report Sheet, New Grad Nurse W/ Telemetry & To-Do Log ",Paper & Party Supplies > Paper > Stationery > Design & Templates > Templates,3.37,142,1491,160,3,1275,40,"Sbar Nurse Report,Nurse Report Sheet,Report Sheet,Med Surg,Nurse Brain Icu,For Nurse,Rn Nursing,Telemetry Nursing,Icu Report Sheet,Nurse Brain Sheet,Medsurg Report Sheet,Rn Report Sheet,Cna Report Sheet",United States,2023-06-02,yes,no,no,NursingPlus,https://www.etsy.com/listing/1494941809/sbar-nurse-report-sheet-med-surg-nurse,Upgrade Pro to Unlock
"Font Monogram Svg Bundle, Split Monogram Letters Svg, Family Monogram Svg, Monogram Font Alphabet, Monogram Svg Files, Cut File For Cricut ",Craft Supplies & Tools,1,141,3059,269,3,1593,21,"Cut Files for Cricut,Split Monogram Font,Monogram Alphabet,Split Monogram Svg,Monogram Svg Files,Monogram Frame Svg,Monogram Letters Svg,Split Alphabet Svg,Monogram Svg Bundle,Monogram Font Svg,Split Monogram Names,Regal Initial Svg,Font Monogram Svg",United States,2022-06-01,yes,no,no,litkedesignsco,https://www.etsy.com/listing/1229077490/font-monogram-svg-bundle-split-monogram,Upgrade Pro to Unlock
First Christmas Married Ornament - Mr and Mrs Sprig Christmas Ornament - Our First Christmas Married as Mr and Mrs Ornament - Personalized ,Home & Living > Home Decor > Seasonal Decor > Ornaments,7.99,141,16957,3187,0,8129,6,"First Christmas,First as Mr Mrs,Mr Mrs Christmas,Mr Mrs Ornament,Mr Mrs Keepsake,Mrs Mrs Ornament,Married Ornament,Personalised Gift,Personalized Gift,Mr Mr Christmas,Mr Mr Keepsake,First as Mr Mr,First as Mrs Mrs,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-10-29,yes,no,no,Keptsake,https://www.etsy.com/listing/894604451/first-christmas-married-ornament-mr-and,Upgrade Pro to Unlock
Crochet Doll Mushroom Plushie Amigurumi Pattern ,Craft Supplies & Tools,4.5,141,141,18,2,490,102,"Crochet,Crochet Pattern,Amigurumi Pattern,Crochet Plushie,Plushie,Crochet Plush,Crochet Alien,Quick Amigurumi,Crochet Market,Crochet Mushroom,Amigurumi Mushroom,Woodland Crochet,Fast Plush Pattern,Gifts",United States,2023-10-05,yes,no,no,TheFriendlyRedFox,https://www.etsy.com/listing/1567301118/crochet-doll-mushroom-plushie-amigurumi,Upgrade Pro to Unlock
